Date,Time,Headlines,Description,Company,Ticker,headlines_polarity,description_polarity,Final_sentiment
2017-06-09,19:46:00,Cramer shares the best time to buy stock in Wall Street favorite Nvidia,Jim Cramer advises investors on how to parse Wall Street's commentary on red-hot chipmaker Nvidia.,Nvidia,NVDA,0.75,0.0,1
2017-06-09,16:56:00,Wall Street analysts keep one-upping each other to be biggest bull on red-hot Nvidia,"Nvidia shares have more than tripled in the last year, the best return of any stock in the S&P 500. ",Nvidia,NVDA,-0.125,0.5,2
2017-05-31,19:02:00,HP Inc CEO says an intern helped spur 'the birth of a new category' in printing,"Jim Cramer sat down with Dion Weisler, the president and CEO of HP Inc., for more on his company's latest earnings beat.",HP Inc.,HPQ,0.13636363636363635,0.2814814814814815,1
2017-05-18,19:03:00,Salesforce CEO Marc Benioff says his company is 'crushing Oracle',"Jim Cramer spoke with Marc Benioff after his cloud company, Salesforce, reported an earnings beat.",Salesforce,CRM,0.4,0.0,0
2017-05-16,19:38:00,Cramer's charts indicate Qualcomm's struggling stock could be gearing up for a comeback,Jim Cramer turns to the charts of technician Tim Collins to see what's ahead for the telecom play.,Qualcomm,QCOM,0.0,0.0,0
2017-05-11,13:54:00,Cramer lists 4 things propelling Nvidia's booming business,"Jim Cramer says that gaming, visualization, data centers, and autos are key drivers for the future of Nvidia.",Nvidia,NVDA,0.0,0.0,1
2017-05-05,19:40:00,"Cramer: With Buffett scaling out, here's the transformational thing IBM could do next",Jim Cramer believes that IBM can now make a company-changing acquisition and buy the struggling Twitter.,IBM,IBM,0.0,0.0,1
2017-05-04,20:01:00,Intel CEO Brian Krzanich says this is the best time in history to buy a PC,Jim Cramer spoke with Intel CEO Brian Krzanich about Intel's evolving business.,Intel,INTC,1.0,0.0,2
2017-05-01,19:19:00,Salesforce CEO Marc Benioff dishes on his $400 billion job creation goal,Jim Cramer sat down with Salesforce's Marc Benioff to hear how the CEO plans to revamp today's workforce.,Salesforce,CRM,0.0,-0.15555555555555559,1
2017-04-19,19:26:00,Cramer: IBM can take a hint from these high-flying consumer names,"Jim Cramer says McDonald's, Coca-Cola, and Wal-Mart can all teach IBM something about corporate turnarounds.",IBM,IBM,0.0,0.0,1
2017-04-12,19:05:00,Cramer investigates why AMD and NVDA's stocks just got rattled,Jim Cramer reveals that the selloff has less to do with business and more to do with market perception.,AMD,AMD,0.0,0.16666666666666669,0
2017-03-08,19:39:00,Cramer's lightning round: Playing a head-and-shoulders pattern on Nvidia,Jim Cramer quickly provides his take on various stocks.,Nvidia,NVDA,-0.2,0.16666666666666666,1
2017-03-03,19:26:00,Cramer's lightning round: Wait for hot money to flow out of AMD,Jim Cramer provides his opinion on stocks from callers at a rapid pace.,AMD,AMD,0.024999999999999994,0.0,1
2017-02-28,19:55:00,Salesforce CEO Marc Benioff explains why the company gave light guidance,"Jim Cramer spoke with Marc Benioff on the company's most recent quarterly report, immigration and more.",Salesforce,CRM,0.4,0.3333333333333333,1
2017-02-16,20:37:00,Top 3 takeaways Cisco’s CEO wants you to take away from its break-away quarter,Jim Cramer spoke with Chuck Robbins on the quarter that was initially misunderstood by investors.,Cisco,CSCO,0.35,0.0,1
2017-02-15,19:40:00,Cramer's lightning round: How Intel could be pulling down Nvidia,"Jim Cramer rattles off his take on caller favorite stocks, including these two energy players that could be competing for business.","Intel, Nvidia","INTC, NVDA",-0.1777777777777778,0.5,1
2017-02-13,19:25:00,Intel CEO reveals what it is really like to meet with President Trump in the White House,"Jim Cramer spoke with Intel CEO Brian Krzanich, who shared what happened behind closed doors in the White House.",Intel,INTC,0.1,-0.16666666666666666,0
2017-01-26,19:09:00,ServiceNow's CEO explains the secret sauce behind 52% growth,"Jim Cramer spoke with Frank Slootman, who dished out how the company achieved remarkable growth in the fourth quarter.",ServiceNow,NOW,-0.4,0.375,1
2017-01-10,19:00:00,"If you’re obsessed with Nvidia, Cramer says to watch these 5 stocks, too","Jim Cramer is sick and tired of investor obsession with Nvidia, and lists five other stocks that could be lifted in the semiconductor tide.",Nvidia,NVDA,-0.5,-0.4130952380952381,0
2016-11-16,18:45:00,"Cramer says 'lurking buyers' propped up stocks like Disney, NVIDIA and Starbucks",Jim Cramer uncovers why buyers are snapping up big names following the election of Donald Trump.,Nvidia,NVDA,0.0,0.0,1
2016-10-06,19:26:00,Cramer: Salesforce may have called off talks with Twitter because of LinkedIn,Jim Cramer provides background on why Salesforce may have cooled on a possible acquisition of Twitter.,Salesforce,CRM,0.0,0.0,1
2016-10-06,06:14:00,"Salesforce CEO Benioff says Twitter has 'severe challenges,' wishes Dorsey well",Jim Cramer spoke with Salesforce CEO Marc Benioff on a potential bid for Twitter.,Salesforce,CRM,0.0,0.0,1
2016-10-04,19:42:00,"Cramer: How Salesforce can rival Amazon, Alphabet & Facebook at its own game","Jim Cramer eyes Twitter as a match for Salesforce, saying it could allow the company to beat the cloud competition.",Salesforce,CRM,0.09999999999999998,0.0,1
2016-09-01,18:57:00,Cramer: Salesforce's Benioff earned the right to be taken at face value,"Jim Cramer outlined what prompted Salesforce's stock to drop, and why he's sticking with it.",Salesforce,CRM,0.2857142857142857,0.0,1
2016-07-20,18:12:00,"Cramer: Risks for Facebook, Amazon or Microsoft in an overheated market","Jim Cramer outlines the risks and rewards to owning Facebook, Microsoft or Amazon after the historic run.",Microsoft,MSFT,0.0,0.0,1
2016-06-07,18:57:00,"Cramer: AMD might have doubled, but it's still too risky for me",Jim Cramer goes off the charts to find out why Advanced Micro Devices has suddenly come back to life.,AMD,AMD,0.0,0.13333333333333333,2
2016-06-01,18:28:00,Cramer: The money-making theme that Amazon & Salesforce have figured out,Jim Cramer identified the strongest money-making theme out there behind the companies that continue to roar higher. ,Salesforce,CRM,0.0,-0.07500000000000001,2
2016-05-18,19:09:00,Salesforce CEO: Using the power of business for social change,"Jim Cramer spoke with Salesforce CEO Marc Benioff on his powerful approach to stakeholders, not just shareholders.",Salesforce,CRM,0.03333333333333333,0.3,1
2016-04-21,19:45:00,"Cramer: Alphabet, Microsoft could climb back up","Jim Cramer reviewed the earnings action on Wall Street on Thursday and thinks once the smoke clears, they could bounce back.",Microsoft,MSFT,0.0,0.05,1
2016-04-20,19:34:00,Cramer: Intel could split in two,Jim Cramer makes the case as to why he thinks Intel could be about to break-up and unlock further shareholder value.,Intel,INTC,0.0,0.0,1
2016-04-19,19:17:00,"Cramer: Damage to IBM, Netflix hard to reverse",Jim Cramer analyzed why IBM and Netflix were put through the meat grinder this week. ,IBM,IBM,-0.2916666666666667,0.0,1
2016-04-15,18:36:00,Cramer's tax day showdown: Intuit vs. H&R Block,"Jim Cramer compares the two largest tax titans in the biz, and crowns only one king.",Intuit,INTU,0.0,0.0,1
2016-04-11,19:34:00,Cramer: The secret to Accenture's sauce,"Jim Cramer always says never own a stock if you don't know what it does. So, what does Accenture really do and why is it so successful?",Accenture,ACN,-0.4,0.21666666666666667,1
2016-02-25,13:16:00,"Lightning Round: Krispy Kreme, Citigroup & Qorvo","Jim Cramer rattles off his take on caller favorite stocks, including this stock that is in a world of pain right now.",Qorvo,QRVO,-0.2,0.39285714285714285,1
2016-02-18,19:14:00,Cramer: IBM valued higher than Apple—Insanity!,"Jim Cramer was shocked when IBM rallied on Thursday, giving it a higher value than Apple. Could this be the right time to make a play on value?",IBM,IBM,0.3125,-0.054761904761904755,2
2016-02-03,18:44:00,Salesforce CEO: The key to extraordinary growth,"Jim Cramer speaks to the CEO of Salesforce, who reveals how his company has grown so fast and where it's headed in the future.",Salesforce,CRM,0.16666666666666666,0.1,2
